Part,Manufacturer,Package,Vrwm,Vclamp,Capacitance,Channels,Direction,Grade,Type,Ipp,IEC42_kV,IEC45_A
PESD36VS2UT-Q,Nexperia,SOT23,36.0,,17.0,2.0,Unidirectional,Automotive,TVS/ESD,2.5,30.0,
PESD36VV1ASF,Nexperia,DSN0603-2,36.0,,4.5,1.0,,Commercial,TVS/ESD,1.8,12.0,
PESD42VS2UT,Nexperia,SOT23,42.0,,17.0,2.0,Unidirectional,Commercial,TVS/ESD,1.8,23.0,
PESD42VS2UT-Q,Nexperia,SOT23,42.0,,17.0,2.0,Unidirectional,Automotive,TVS/ESD,1.8,23.0,
PESD48VV2BT,Nexperia,SOT23,48.0,,7.1,2.0,Bidirectional,Commercial,TVS/ESD,3.5,30.0,
PHDMI2AB4,Nexperia,DFN2510A-10,5.0,,0.17,4.0,Bidirectional,Commercial,TVS/ESD,7.0,15.0,
PHDMI2BB4,Nexperia,DFN2510A-10,3.3,,0.17,4.0,Bidirectional,Commercial,TVS/ESD,6.5,15.0,
PHDMI2FC4,Nexperia,DFN2510-10,5.0,,0.29,4.0,Unidirectional,Commercial,TVS/ESD,7.9,15.0,
PHDMI2FR4,Nexperia,DFN2510A-10,5.0,,0.29,4.0,Unidirectional,Commercial,TVS/ESD,7.0,15.0,
PHDMI2FS4,Nexperia,DFN2510A-10,5.0,,0.29,4.0,Unidirectional,Commercial,TVS/ESD,8.2,15.0,
PRTR5V0U2AX,Nexperia,SOT143B,5.5,,1.8,2.0,Unidirectional,Commercial,TVS/ESD,,12.0,
PRTR5V0U2AX-Q,Nexperia,SOT143B,5.5,,1.8,2.0,Unidirectional,Automotive,TVS/ESD,,12.0,
PRTR5V0U2F,Nexperia,XSON6,5.5,,1.0,2.0,Unidirectional,Commercial,TVS/ESD,,8.0,
PRTR5V0U2X,Nexperia,SOT143B,5.5,,1.0,2.0,Unidirectional,Commercial,TVS/ESD,,8.0,
PRTR5V0U2X-Q,Nexperia,SOT143B,5.5,,1.0,2.0,Unidirectional,Automotive,TVS/ESD,,8.0,
PRTR5V0U4D,Nexperia,TSOP6,5.5,,1.0,4.0,Unidirectional,Commercial,TVS/ESD,,8.0,
PRTR5V0U4D-Q,Nexperia,TSOP6,5.5,,1.0,4.0,Unidirectional,Automotive,TVS/ESD,,8.0,
PTVS24VZ1UPA,Nexperia,HUSON3,24.0,,620.0,1.0,Unidirectional,Commercial,TVS/ESD,150.0,30.0,
PTVS30VZ1UPA,Nexperia,HUSON3,30.0,,540.0,1.0,Unidirectional,Commercial,TVS/ESD,150.0,30.0,
PUSB3AB2DF,Nexperia,DFN0603-3,4.0,,0.26,2.0,Bidirectional,Commercial,TVS/ESD,,20.0,
PUSB3AB4,Nexperia,DFN2510A-10,3.3,,0.17,4.0,Bidirectional,Commercial,TVS/ESD,7.0,15.0,
PUSB3AB6,Nexperia,XSON7,3.3,,0.15,6.0,Bidirectional,Commercial,TVS/ESD,7.0,15.0,
PUSB3BB2DF,Nexperia,DFN0603-3,4.0,,0.26,2.0,Bidirectional,Commercial,TVS/ESD,8.0,20.0,
PUSB3BB4,Nexperia,DFN2510A-10,3.3,,0.17,4.0,Bidirectional,Commercial,TVS/ESD,,15.0,
PUSB3CB4,Nexperia,DFN2510A-10,3.3,,0.19,4.0,Bidirectional,Commercial,TVS/ESD,8.2,15.0,
PUSB3F96,Nexperia,DFN2510A-10,5.5,,0.5,4.0,Unidirectional,Commercial,TVS/ESD,,2026,
PUSB3F97,Nexperia,DFN2510A-10,5.5,,0.5,4.0,Unidirectional,Commercial,TVS/ESD,,2026,
PUSB3F99,Nexperia,DFN2510A-10,3.3,,0.5,4.0,Unidirectional,Commercial,TVS/ESD,,2026,
PUSB3FA1,Nexperia,DFN2510A-10,1.65,,0.29,4.0,Unidirectional,Commercial,TVS/ESD,7.0,15.0,
PUSB3FA2,Nexperia,DFN2510A-10,1.65,,0.17,4.0,Bidirectional,Commercial,TVS/ESD,7.0,15.0,
PUSB3FA3,Nexperia,DFN2510A-10,2.0,,0.29,4.0,Unidirectional,Commercial,TVS/ESD,7.0,15.0,
PUSB3FC4,Nexperia,DFN2510-10,3.3,,0.29,4.0,Unidirectional,Commercial,TVS/ESD,7.9,15.0,
PUSB3FR4,Nexperia,DFN2510A-10,3.3,,0.29,4.0,Unidirectional,Commercial,TVS/ESD,7.0,15.0,
PUSB3FR6,Nexperia,XSON7,3.3,,0.35,6.0,Unidirectional,Commercial,TVS/ESD,7.0,15.0,
PUSB3FS4,Nexperia,DFN2510A-10,3.3,,0.29,4.0,Unidirectional,Commercial,TVS/ESD,7.0,15.0,
PUSB3TB6,Nexperia,XSON7,5.5,,0.27,6.0,Bidirectional,Commercial,TVS/ESD,,2026,
PESD1CANFD24L-Q,Nexperia,DFN1006-2,24.0,,10.0,1.0,Bidirectional,Automotive,TVS/ESD,3.8,30.0,
PESD1CANFD30LS-Q,Nexperia,DFN1006BD-2,30.0,,9.8,1.0,Bidirectional,Automotive,TVS/ESD,3.8,30.0,
PESD1CANFD33LS-Q,Nexperia,DFN1006BD-2,33.0,,9.5,1.0,Bidirectional,Automotive,TVS/ESD,3.5,27.0,
PESD1IVN27A-Q,Nexperia,SOD323,27.0,,14.0,1.0,Bidirectional,Automotive,TVS/ESD,3.0,30.0,
PESD2CANFD24LT-Q,Nexperia,SOT23,24.0,,9.0,2.0,Bidirectional,Automotive,TVS/ESD,4.0,30.0,
PESD2CANFD27LU-Q,Nexperia,SC-70,27.0,,9.0,2.0,Bidirectional,Automotive,TVS/ESD,3.9,30.0,
PESD2CANFD27VT-Q,Nexperia,SOT23,27.0,,5.2,2.0,Bidirectional,Automotive,TVS/ESD,2.5,20.0,
PESD2ETH100T-Q,Nexperia,SOT23,24.0,,2.5,2.0,Bidirectional,Automotive,TVS/ESD,3.2,30.0,
PESD2IVN27T-Q,Nexperia,SOT23,27.0,,13.0,2.0,Bidirectional,Automotive,TVS/ESD,3.0,30.0,
PESD2IVN27U-Q,Nexperia,SC-70,27.0,,14.0,2.0,Bidirectional,Automotive,TVS/ESD,3.0,30.0,
PESD5V0H2BFL-Q,Nexperia,DFN1006L-3,5.0,,,,,Automotive,TVS/ESD,,,
PESD24VL1BL-Q,Nexperia,DFN1006-2,24.0,,10.0,1.0,Bidirectional,Automotive,TVS/ESD,3.6,30.0,
PESD24VL1BLS-Q,Nexperia,DFN1006BD-2,24.0,,10.0,1.0,Bidirectional,Automotive,TVS/ESD,3.6,30.0,
PESD24VL2BAT-Q,Nexperia,SOT23,24.0,,9.0,2.0,Bidirectional,Automotive,TVS/ESD,4.0,30.0,
PESD24VU2BT-Q,Nexperia,SOT23,24.0,,3.2,2.0,Bidirectional,Automotive,TVS/ESD,1.9,15.0,
PESD24VV1BA-Q,Nexperia,SOD323,24,,,,,Automotive,TVS/ESD,,,
PESD24VV2BAT-Q,Nexperia,SOT23,24.0,,5.2,2.0,Bidirectional,Automotive,TVS/ESD,2.6,23.0,
PESD27VL2BAT-Q,Nexperia,SOT23,27.0,,9.0,2.0,Bidirectional,Automotive,TVS/ESD,3.9,30.0,
PESD27VU2BT-Q,Nexperia,SOT23,27.0,,3.6,2.0,Bidirectional,Automotive,TVS/ESD,1.8,15.0,
PESD27VV2BAT-Q,Nexperia,SOT23,27.0,,5.2,2.0,Bidirectional,Automotive,TVS/ESD,2.5,20.0,
PESD30VL1BL-Q,Nexperia,DFN1006-2,30.0,,10.0,1.0,Bidirectional,Automotive,TVS/ESD,3.6,30.0,
PESD30VL1BLS-Q,Nexperia,DFN1006BD-2,30.0,,10.0,1.0,Bidirectional,Automotive,TVS/ESD,3.6,30.0,
PESD33VL1BL-Q,Nexperia,DFN1006-2,33.0,,9.5,1.0,Bidirectional,Automotive,TVS/ESD,3.6,27.0,
PESD33VL1BLS-Q,Nexperia,DFN1006BD-2,33.0,,9.5,1.0,Bidirectional,Automotive,TVS/ESD,3.2,27.0,
PESD36VL1BL-Q,Nexperia,DFN1006-2,36.0,,8.7,1.0,Bidirectional,Automotive,TVS/ESD,2.8,20.0,
PESD36VL1BLS-Q,Nexperia,DFN1006BD-2,36.0,,8.7,1.0,Bidirectional,Automotive,TVS/ESD,2.8,20.0,
PESD75VX1BLS-Q,Nexperia,DFN1006BD-2,75.0,,0.35,1.0,Bidirectional,Automotive,TVS/ESD,2.3,18.0,
DF10G5M4N,Toshiba,DFN10,3.6,7.5,0.2,4,Bidirectional,Commercial,TVS/ESD,2,20,
DF10G6M4N,Toshiba,DFN10,5.5,8.5,0.2,4,Bidirectional,Commercial,TVS/ESD,2,20,
DF10G7M1N,Toshiba,DFN10,5.0,12,0.3,4,Bidirectional,Commercial,TVS/ESD,,8,
DF2B12M4SL,Toshiba,SOD-962 (SL2),11,17,0.2,1,Bidirectional,Commercial,TVS/ESD,1,15,
DF2B18FU,Toshiba,SOD-323 (USC),12,19,9,1,Bidirectional,Automotive,TVS/ESD,2.5,30,
DF2B20M4SL,Toshiba,SOD-962 (SL2),18.5,26,0.2,1,Bidirectional,Commercial,TVS/ESD,0.5,15,
DF2B26M4SL,Toshiba,SOD-962 (SL2),24,33,0.2,1,Bidirectional,Commercial,TVS/ESD,0.5,15,
DF2B29FU,Toshiba,SOD-323 (USC),24,30,9,1,Bidirectional,Automotive,TVS/ESD,3,25,
DF2B36FU,Toshiba,SOD-323 (USC),28,40,6.5,1,Bidirectional,Commercial,TVS/ESD,2.5,20,
DF2B5BSL,Toshiba,SOD-962 (SL2),3.3,5.5,11,1,Bidirectional,Commercial,TVS/ESD,8,23,
DF2B5M4ASL,Toshiba,SOD-962 (SL2),3.6,7.7,0.15,1,Bidirectional,Commercial,TVS/ESD,2,16,
DF2B5M4CT,Toshiba,SOD-882 (CST2),3.6,7.5,0.2,1,Bidirectional,Commercial,TVS/ESD,2,20,
DF2B5M4SL,Toshiba,SOD-962 (SL2),3.6,7.5,0.2,1,Bidirectional,Commercial,TVS/ESD,2,20,
DF2B5M5CT,Toshiba,SOD-882 (CST2),3.3,5.7,0.3,1,Bidirectional,Commercial,TVS/ESD,2.5,20,
DF2B5M5SL,Toshiba,SOD-962 (SL2),3.3,5.7,0.3,1,Bidirectional,Commercial,TVS/ESD,2.5,20,
DF2B5PCT,Toshiba,SOD-882 (CST2),3.6,5,41,1,Bidirectional,Commercial,TVS/ESD,27,30,
DF2B5SL,Toshiba,SOD-962 (SL2),3.3,6,7.2,1,Bidirectional,Commercial,TVS/ESD,5.5,17,
DF2B6.8AFS,Toshiba,SOD-923 (SOD-923),5.0,7,9,1,Bidirectional,Commercial,TVS/ESD,,30,
DF2B6.8E,Toshiba,SOD-523 (ESC),5.0,,15,1,Bidirectional,Commercial,TVS/ESD,,8,
DF2B6.8M1ACT,Toshiba,SOD-882 (CST2),5.0,12,0.3,1,Bidirectional,Commercial,TVS/ESD,2.5,12,
DF2B6M4ASL,Toshiba,SOD-962 (SL2),5.5,9.5,0.15,1,Bidirectional,Commercial,TVS/ESD,2,15,
DF2B6M4BSL,Toshiba,SOD-962 (SL2),5.5,9,0.12,1,Bidirectional,Commercial,TVS/ESD,2.0,8,
DF2B6M4CT,Toshiba,SOD-882 (CST2),5.5,8.5,0.2,1,Bidirectional,Commercial,TVS/ESD,2,20,
DF2B6M4SL,Toshiba,SOD-962 (SL2),5.5,8.5,0.2,1,Bidirectional,Commercial,TVS/ESD,2,20,
DF2B6M5CT,Toshiba,SOD-882 (CST2),5.0,9.2,0.3,1,Bidirectional,Commercial,TVS/ESD,2.5,20,
DF2B6M5SL,Toshiba,SOD-962 (SL2),5.0,9.2,0.3,1,Bidirectional,Commercial,TVS/ESD,2.5,20,
DF2B7ACT,Toshiba,SOD-882 (CST2),5.5,8,8.5,1,Bidirectional,Commercial,TVS/ESD,4,30,
DF2B7AE,Toshiba,SOD-523 (ESC),5.5,8,8.5,1,Bidirectional,Commercial,TVS/ESD,4,30,
DF2B7AFS,Toshiba,SOD-923 (SOD-923),5.5,8,8.5,1,Bidirectional,Commercial,TVS/ESD,4,30,
DF2B7AFU,Toshiba,SOD-323 (USC),5.5,8,8.5,1,Bidirectional,Commercial,TVS/ESD,4,30,
DF2B7ASL,Toshiba,SOD-962 (SL2),5.5,8,8.5,1,Bidirectional,Commercial,TVS/ESD,4,30,
DF2B7BSL,Toshiba,SOD-962 (SL2),5.5,7,12,1,Bidirectional,Commercial,TVS/ESD,7.3,30,
DF2B7M2SL,Toshiba,SOD-962 (SL2),5.0,13,0.2,1,Bidirectional,Commercial,TVS/ESD,2,12,
DF2B7M3SL,Toshiba,SOD-962 (SL2),5.5,13,0.1,1,Bidirectional,Commercial,TVS/ESD,2.5,12,
DF2B7PCT,Toshiba,SOD-882 (CST2),5.5,7,45,1,Bidirectional,Commercial,TVS/ESD,27,30,
DF2B7SL,Toshiba,SOD-962 (SL2),5.3,8,6,1,Bidirectional,Commercial,TVS/ESD,3,17,
DF2S10ASL,Toshiba,SOD-962 (SL2),8,13.1,16,1,Unidirectional,Commercial,TVS/ESD,2.5,30,
DF2S10FS,Toshiba,SOD-923 (SOD-923),8.0,,16,1,Unidirectional,Commercial,TVS/ESD,,30,
DF2S12ASL,Toshiba,SOD-962 (SL2),9,17.7,13,1,Unidirectional,Commercial,TVS/ESD,2.5,20,
DF2S12FS,Toshiba,SOD-923 (SOD-923),9.0,18.5,15,1,Unidirectional,Commercial,TVS/ESD,,20,
DF2S12FU,Toshiba,SOD-323 (USC),,,15,1,Unidirectional,Commercial,TVS/ESD,,20,
DF2S12P2FU,Toshiba,SOD-323 (USC),10,,280,1,Unidirectional,Commercial,TVS/ESD,60,30,
DF2S14P2FU,Toshiba,SOD-323 (USC),12.6,14.5,270,1,Unidirectional,Commercial,TVS/ESD,50,30,
DF2S16ASL,Toshiba,SOD-962 (SL2),12,22,10,1,Unidirectional,Commercial,TVS/ESD,2.5,12,
DF2S16CT,Toshiba,SOD-882 (CST2),,,10,1,Unidirectional,Commercial,TVS/ESD,,12,
DF2S16FS,Toshiba,SOD-923 (SOD-923),12,22,10,1,Unidirectional,Commercial,TVS/ESD,,12,
DF2S20ASL,Toshiba,SOD-962 (SL2),15,26.4,9.5,1,Unidirectional,Commercial,TVS/ESD,2.5,12,
DF2S20CT,Toshiba,SOD-882 (CST2),,,9,1,Unidirectional,Commercial,TVS/ESD,,12,
DF2S20FS,Toshiba,SOD-923 (SOD-923),15,,9,1,Unidirectional,Commercial,TVS/ESD,,12,
DF2S23P2FU,Toshiba,SOD-323 (USC),21,24.2,160,1,Unidirectional,Commercial,TVS/ESD,14,30,
DF2S24ASL,Toshiba,SOD-962 (SL2),19,30.4,8.5,1,Unidirectional,Commercial,TVS/ESD,2.5,10,
DF2S24FS,Toshiba,SOD-923 (SOD-923),19,,8.5,1,Unidirectional,Commercial,TVS/ESD,,10,
DF2S30ASL,Toshiba,SOD-962 (SL2),23,38.2,7.5,1,Unidirectional,Commercial,TVS/ESD,2.5,8,
DF2S30CT,Toshiba,SOD-882 (CST2),,,7.2,1,Unidirectional,Commercial,TVS/ESD,,8,
DF2S30FS,Toshiba,SOD-923 (SOD-923),23,,7,1,Unidirectional,Commercial,TVS/ESD,,8,
DF2S5.1ASL,Toshiba,SOD-962 (SL2),1.5,5.5,45,1,Unidirectional,Commercial,TVS/ESD,2.5,30,
DF2S5.1FS,Toshiba,SOD-923 (SOD-923),1.5,5.5,45,1,Unidirectional,Commercial,TVS/ESD,,30,
DF2S5.6ASL,Toshiba,SOD-962 (SL2),3.5,6.5,40,1,Unidirectional,Commercial,TVS/ESD,2.5,30,
DF2S5.6CT,Toshiba,SOD-882 (CST2),,,40,1,Unidirectional,Commercial,TVS/ESD,,30,
DF2S5.6FS,Toshiba,SOD-923 (SOD-923),3.5,,40,1,Unidirectional,Commercial,TVS/ESD,,30,
DF2S5M4CT,Toshiba,SOD-882 (CST2),3.6,6,0.35,1,Unidirectional,Commercial,TVS/ESD,2,20,
DF2S5M4FS,Toshiba,SOD-923 (SOD-923),3.6,6.8,0.45,1,Unidirectional,Commercial,TVS/ESD,2,20,
DF2S5M4SL,Toshiba,SOD-962 (SL2),3.6,6,0.35,1,Unidirectional,Commercial,TVS/ESD,2,20,
DF2S5M5CT,Toshiba,SOD-882 (CST2),3.3,5.7,0.6,1,Unidirectional,Commercial,TVS/ESD,2.5,20,
DF2S5M5SL,Toshiba,SOD-962 (SL2),3.3,5.7,0.6,1,Unidirectional,Commercial,TVS/ESD,2.5,20,
DF2S6.2ASL,Toshiba,SOD-962 (SL2),5.0,8,32,1,Unidirectional,Commercial,TVS/ESD,2.5,30,
DF2S6.2CT,Toshiba,SOD-882 (CST2),,,32,1,Unidirectional,Commercial,TVS/ESD,,30,
DF2S6.2FS,Toshiba,SOD-923 (SOD-923),5.0,,32,1,Unidirectional,Commercial,TVS/ESD,,30,
DF2S6.8ASL,Toshiba,SOD-962 (SL2),5.0,8.5,25,1,Unidirectional,Commercial,TVS/ESD,2.5,30,
DF2S6.8CT,Toshiba,SOD-882 (CST2),,,25,1,Unidirectional,Commercial,TVS/ESD,,30,
DF2S6.8FS,Toshiba,SOD-923 (SOD-923),5.0,9,25,1,Unidirectional,Commercial,TVS/ESD,,30,
DF2S6.8MFS,Toshiba,SOD-923 (SOD-923),5.0,9.5,0.45,1,Unidirectional,Commercial,TVS/ESD,3,12,
DF2S6M4CT,Toshiba,SOD-882 (CST2),5.5,7.5,0.35,1,Unidirectional,Commercial,TVS/ESD,2,20,
DF2S6M4FS,Toshiba,SOD-923 (SOD-923),5.5,7.5,0.45,1,Unidirectional,Commercial,TVS/ESD,2,20,
DF2S6M4SL,Toshiba,SOD-962 (SL2),5.5,7.5,0.35,1,Unidirectional,Commercial,TVS/ESD,2,20,
DF2S6M5CT,Toshiba,SOD-882 (CST2),5.0,8.0,0.6,1,Unidirectional,Commercial,TVS/ESD,2.5,20,
DF2S6M5SL,Toshiba,SOD-962 (SL2),5.0,8.0,0.6,1,Unidirectional,Commercial,TVS/ESD,2.5,20,
DF2S6P1CT,Toshiba,SOD-882 (CST2),5.5,7,90,1,Unidirectional,Commercial,TVS/ESD,10,30,
DF2S6P2FU,Toshiba,SOD-323 (USC),5.5,7,600,1,Unidirectional,Commercial,TVS/ESD,80,30,
DF2S7MSL,Toshiba,SOD-962 (SL2),5.0,9.5,0.5,1,Unidirectional,Commercial,TVS/ESD,3,12,
DF2S8.2ASL,Toshiba,SOD-962 (SL2),6.5,11.5,20,1,Unidirectional,Commercial,TVS/ESD,2.5,30,
DF2S8.2CT,Toshiba,SOD-882 (CST2),,,20,1,Unidirectional,Commercial,TVS/ESD,,30,
DF2S8.2FS,Toshiba,SOD-923 (SOD-923),6.5,,20,1,Unidirectional,Commercial,TVS/ESD,,30,
DF3A5.6F,Toshiba,SOT-346 (S-Mini),,,65,2,Unidirectional,Commercial,TVS/ESD,,30,
DF3A5.6FU,Toshiba,SOT-323 (USM),,,65,2,Unidirectional,Commercial,TVS/ESD,,30,
DF3A5.6FV,Toshiba,SOT-723 (VESM),,,65,2,Unidirectional,Commercial,TVS/ESD,,30,
DF3A5.6LFU,Toshiba,SOT-323 (USM),,,8,2,Unidirectional,Commercial,TVS/ESD,,8,
DF3A5.6LFV,Toshiba,SOT-723 (VESM),,,8,2,Unidirectional,Commercial,TVS/ESD,,8,
DF3A6.2F,Toshiba,SOT-346 (S-Mini),,,55,2,Unidirectional,Commercial,TVS/ESD,,30,
DF3A6.2FU,Toshiba,SOT-323 (USM),,,55,2,Unidirectional,Commercial,TVS/ESD,,30,
DF3A6.2FV,Toshiba,SOT-723 (VESM),,,55,2,Unidirectional,Commercial,TVS/ESD,,30,
DF3A6.2LFU,Toshiba,SOT-323 (USM),,,6.5,2,Unidirectional,Commercial,TVS/ESD,,8,
DF3A6.2LFV,Toshiba,SOT-723 (VESM),,,6.5,2,Unidirectional,Commercial,TVS/ESD,,8,
DF3A6.8CT,Toshiba,SOT-883 (CST3),,,45,2,Unidirectional,Commercial,TVS/ESD,,30,
DF3A6.8F,Toshiba,SOT-346 (S-Mini),,,45,2,Unidirectional,Commercial,TVS/ESD,,30,
DF3A6.8FU,Toshiba,SOT-323 (USM),,,45,2,Unidirectional,Commercial,TVS/ESD,,30,
DF3A6.8FV,Toshiba,SOT-723 (VESM),,,45,2,Unidirectional,Commercial,TVS/ESD,,30,
DF3A6.8LCT,Toshiba,SOT-883 (CST3),,,5.5,2,Unidirectional,Commercial,TVS/ESD,,8,
DF3A6.8LFU,Toshiba,SOT-323 (USM),,,6,2,Unidirectional,Commercial,TVS/ESD,,8,
DF3A6.8LFV,Toshiba,SOT-723 (VESM),,,6.0,2,Unidirectional,Commercial,TVS/ESD,,8,
DF3D18FU,Toshiba,SOT-323 (USM),12,19,9,2,Bidirectional,Automotive,TVS/ESD,2.5,30,
DF3D29FU,Toshiba,SOT-323 (USM),24,30,9,2,Bidirectional,Automotive,TVS/ESD,3,25,
DF3D36FU,Toshiba,SOT-323 (USM),28,40,6.5,2,Bidirectional,Commercial,TVS/ESD,2.5,20,
DF3D6.8MS,Toshiba,SOT-416 (SSM),5.0,11,0.22,2,Unidirectional,Commercial,TVS/ESD,,8,
DF5A5.6CFU,Toshiba,SOT-353 (USV),,,29,4,Unidirectional,Commercial,TVS/ESD,,30,
DF5A5.6CJE,Toshiba,SOT-553 (ESV),,,29,4,Unidirectional,Commercial,TVS/ESD,,30,
DF5A5.6F,Toshiba,SOT-25 (SMV),,,65,4,Unidirectional,Commercial,TVS/ESD,,30,
DF5A5.6FU,Toshiba,SOT-353 (USV),,,65,4,Unidirectional,Commercial,TVS/ESD,,30,
DF5A5.6JE,Toshiba,SOT-553 (ESV),,,65,4,Unidirectional,Commercial,TVS/ESD,,30,
DF5A5.6LFU,Toshiba,SOT-353 (USV),,,8,4,Unidirectional,Commercial,TVS/ESD,,8,
DF5A5.6LJE,Toshiba,SOT-553 (ESV),,,8,4,Unidirectional,Commercial,TVS/ESD,,8,
DF5A6.2CFU,Toshiba,SOT-353 (USV),,,25,4,Unidirectional,Commercial,TVS/ESD,,30,
DF5A6.2CJE,Toshiba,SOT-553 (ESV),,,25,4,Unidirectional,Commercial,TVS/ESD,,30,
DF5A6.2F,Toshiba,SOT-25 (SMV),,,55,4,Unidirectional,Commercial,TVS/ESD,,30,
DF5A6.2FU,Toshiba,SOT-353 (USV),,,55,4,Unidirectional,Commercial,TVS/ESD,,30,
DF5A6.2JE,Toshiba,SOT-553 (ESV),,,55,4,Unidirectional,Commercial,TVS/ESD,,30,
DF5A6.2LFU,Toshiba,SOT-353 (USV),,,6.5,4,Unidirectional,Commercial,TVS/ESD,,8,
DF5A6.2LJE,Toshiba,SOT-553 (ESV),,,6.5,4,Unidirectional,Commercial,TVS/ESD,,8,
DF5A6.8CFU,Toshiba,SOT-353 (USV),,,23,4,Unidirectional,Commercial,TVS/ESD,,25,
DF5A6.8CJE,Toshiba,SOT-553 (ESV),,,23,4,Unidirectional,Commercial,TVS/ESD,,25,
DF5A6.8F,Toshiba,SOT-25 (SMV),,,45,4,Unidirectional,Commercial,TVS/ESD,,30,
DF5A6.8FU,Toshiba,SOT-353 (USV),,,45,4,Unidirectional,Commercial,TVS/ESD,,30,
DF5A6.8JE,Toshiba,SOT-553 (ESV),,,45,4,Unidirectional,Commercial,TVS/ESD,,30,
DF5A6.8LF,Toshiba,SOT-25 (SMV),,,6,4,Unidirectional,Commercial,TVS/ESD,,8,
DF5A6.8LFU,Toshiba,SOT-353 (USV),,,6,4,Unidirectional,Commercial,TVS/ESD,,8,
DF5A6.8LJE,Toshiba,SOT-553 (ESV),,,6,4,Unidirectional,Commercial,TVS/ESD,,8,
DF6A6.8FU,Toshiba,SOT-363 (US6),,,45,4,Unidirectional,Commercial,TVS/ESD,,30,
DF6D6M4N,Toshiba,DFN6,5.5,8.5,0.2,2,Bidirectional,Commercial,TVS/ESD,2,20,
DF6S25P3NU,Toshiba,SOT-1220 (UDFN6B),22,42,650,1,Unidirectional,Commercial,TVS/ESD,110,30,
RClamp03348P,Semtech,DFN3810-9,3.30,9.00,0.20,8,,Commercial,TVS/ESD,3.80,14,
RClamp03371P,Semtech,DFN1006-2,3.30,6.00,0.23,1,Bidirectional,Commercial,TVS/ESD,6.00,8,
uClamp5591P,Semtech,DFN1006-2,5.50,11.50,40.00,1,Bidirectional,Commercial,TVS/ESD,20.00,20,
EClamp0501T,Semtech,DFN1006-3,5.00,0.00,12.00,1,,Commercial,TVS/ESD,2.00,12,
EClamp0504T,Semtech,DFN2116-8,5.00,0.00,12.00,4,,Commercial,TVS/ESD,2.00,12,
EClamp10012PQ,Semtech,DFN2010-5,30.00,25.00,1.20,2,Bidirectional,Commercial,TVS/ESD,3.00,12,
EClamp2122S,Semtech,SOT23-6,5.25,11.00,30.00,2,,Commercial,TVS/ESD,3.00,20,
EClamp2342N,Semtech,DFN3030-16,5.00,0.00,12.00,8,,Commercial,TVS/ESD,0.00,12,
EClamp2357NQ,Semtech,DFN3030-16,5.00,9.00,12.00,6,,Commercial,TVS/ESD,1.50,12,
EClamp2374K,Semtech,DFN1713-8,5.00,0.00,11.00,4,,Commercial,TVS/ESD,0.00,12,
EClamp2374KQ,Semtech,DFN1713-8,5.00,9.30,11.00,4,,Commercial,TVS/ESD,1.50,12,
EClamp2374P,Semtech,DFN2116-8,5.00,0.00,11.00,4,,Commercial,TVS/ESD,0.00,12,
EClamp2376K,Semtech,DFN2513-12,5.00,0.00,11.00,6,,Commercial,TVS/ESD,0.00,12,
EClamp2376P,Semtech,DFN3016-12,5.00,0.00,11.00,6,,Commercial,TVS/ESD,0.00,12,
EClamp2378K,Semtech,DFN3313-16,5.00,0.00,11.00,8,,Commercial,TVS/ESD,0.00,12,
EClamp2378P,Semtech,DFN4016-16,5.00,0.00,11.00,8,,Commercial,TVS/ESD,0.00,12,
EClamp2384K,Semtech,DFN1713-8,5.00,0.00,12.00,4,,Commercial,TVS/ESD,0.00,12,
EClamp2384P,Semtech,DFN2116-8,5.00,0.00,12.00,4,,Commercial,TVS/ESD,0.00,12,
EClamp2386K,Semtech,DFN2513-12,5.00,0.00,12.00,6,,Commercial,TVS/ESD,0.00,12,
EClamp2386P,Semtech,DFN3016-12,5.00,0.00,12.00,6,,Commercial,TVS/ESD,0.00,12,
EClamp2388K,Semtech,DFN3313-16,5.00,0.00,12.00,8,,Commercial,TVS/ESD,0.00,12,
EClamp2388P,Semtech,DFN4016-16,5.00,0.00,12.00,8,,Commercial,TVS/ESD,0.00,12,
EClamp2394P,Semtech,DFN2116-8,5.00,0.00,12.00,4,,Commercial,TVS/ESD,0.00,15,
EClamp2396P,Semtech,DFN3016-12,5.00,0.00,12.00,6,,Commercial,TVS/ESD,0.00,15,
EClamp2398P,Semtech,DFN4016-16,5.00,0.00,12.00,8,,Commercial,TVS/ESD,0.00,15,
EClamp2410P,Semtech,DFN4016-16,5.00,0.00,12.00,6,,Commercial,TVS/ESD,0.00,12,
EClamp2410PQ,Semtech,DFN4016-16,5.00,9.50,12.00,6,,Commercial,TVS/ESD,1.50,12,
EClamp2454P,Semtech,DFN2116-8,5.00,0.00,12.00,4,,Commercial,TVS/ESD,0.00,15,
EClamp2455K,Semtech,DFN1713-8,5.00,0.00,20.00,4,,Commercial,TVS/ESD,0.00,12,
EClamp2455P,Semtech,DFN2116-8,5.00,0.00,20.00,4,,Commercial,TVS/ESD,0.00,12,
EClamp2456P,Semtech,DFN3016-12,5.00,0.00,12.00,6,,Commercial,TVS/ESD,0.00,15,
EClamp2457K,Semtech,DFN1713-8,5.00,0.00,20.00,4,,Commercial,TVS/ESD,0.00,17,
EClamp2458P,Semtech,DFN4016-16,5.00,0.00,12.00,8,,Commercial,TVS/ESD,0.00,15,
